"ID","INV","DATE","CATALOG","PCODE","QTY","custnum"
1622,109528.00,6/00/25 00:00:00,"Sports","SP2600",1.00,"2701"
1623,110550.00,7/00/1 00:00:00,"Toys","TY3200",1.00,"2702"
1624,157840.00,3/01/11 00:00:00,"Sports","SP1400",1.00,"2703"
1625,157840.00,3/01/11 00:00:00,"Sports","SP1600",1.00,"2704"
1626,157840.00,3/01/11 00:00:00,"Sports","SP3300",1.00,"2705"
1627,101317.00,1/97/22 00:00:00,"Sports","SP2500",2.00,"2706"
1628,107783.00,3/97/7 00:00:00,"Gardening","GD2300",1.00,"2707"
1629,111881.00,4/97/1 00:00:00,"Pets","PT2300",1.00,"2708"
1630,124708.00,6/97/10 00:00:00,"Sports","SP1400",1.00,"2709"
1631,124708.00,6/97/10 00:00:00,"Sports","SP2300",1.00,"271"
1632,124708.00,6/97/10 00:00:00,"Sports","SP3000",1.00,"2710"
1633,145658.00,9/97/28 00:00:00,"Sports","SP3300",1.00,"2711"
1634,158973.00,12/97/8 00:00:00,"Pets","PT2200",1.00,"2712"
1635,170903.00,2/98/15 00:00:00,"Sports","SP2700",1.00,"2713"
1636,196477.00,6/98/14 00:00:00,"Sports","SP2000",1.00,"2714"
1637,196477.00,6/98/14 00:00:00,"Sports","SP2200",1.00,"2715"
1638,196477.00,6/98/14 00:00:00,"Sports","SP2400",3.00,"2716"
1639,216426.00,9/98/7 00:00:00,"Sports","SP2600",1.00,"2717"
1640,232988.00,11/98/16 00:00:00,"Sports","SP1500",1.00,"2718"
1641,237175.00,12/98/4 00:00:00,"Software","SW7935",2.00,"2719"
1642,101317.00,5/00/1 00:00:00,"Sports","SP2500",2.00,"272"
1643,107783.00,6/00/14 00:00:00,"Gardening","GD2300",1.00,"2720"
1644,111881.00,7/00/9 00:00:00,"Pets","PT2300",1.00,"2721"
1645,124708.00,9/00/17 00:00:00,"Sports","SP1400",1.00,"2722"
1646,124708.00,9/00/17 00:00:00,"Sports","SP2300",1.00,"2723"
1647,124708.00,9/00/17 00:00:00,"Sports","SP3000",1.00,"2724"
1648,145658.00,1/01/5 00:00:00,"Sports","SP3300",1.00,"2725"
1649,158973.00,3/01/17 00:00:00,"Pets","PT2200",1.00,"2726"
1650,170903.00,5/01/25 00:00:00,"Sports","SP2700",1.00,"2727"
1651,101474.00,1/97/23 00:00:00,"Pets","PT3300",1.00,"2728"
1652,106209.00,2/97/25 00:00:00,"Sports","SP3200",4.00,"2729"
1653,118904.00,5/97/10 00:00:00,"Pets","PT2000",1.00,"273"
1654,130460.00,7/97/10 00:00:00,"Software","sw1612",3.00,"2730"
1655,130460.00,7/97/10 00:00:00,"Softwares","SW5338",1.00,"2731"
1656,130460.00,7/97/10 00:00:00,"Software","SW6531",1.00,"2732"
1657,136140.00,8/97/9 00:00:00,"Pets","PT1400",1.00,"2733"
1658,139349.00,8/97/26 00:00:00,"Toys","TY4200",1.00,"2734"
1659,145133.00,9/97/25 00:00:00,"Sports","SP1000",1.00,"2735"
1660,145133.00,9/97/25 00:00:00,"Sports","SP1400",1.00,"2736"
1661,145133.00,9/97/25 00:00:00,"Sports","SP2400",1.00,"2737"
1662,145133.00,9/97/25 00:00:00,"Sports","SP3300",1.00,"2738"
1663,188581.00,5/98/11 00:00:00,"Pets","PT2300",1.00,"2739"
1664,196966.00,6/98/16 00:00:00,"Gardening","GD1100",1.00,"274"
1665,202575.00,7/98/10 00:00:00,"Sport","SP3000",4.00,"2740"
1666,208364.00,8/98/4 00:00:00,"Toys","TY3300",1.00,"2741"
1667,221418.00,9/98/28 00:00:00,"Sports","SP1500",2.00,"2742"
1668,223154.00,10/98/5 00:00:00,"Sports","sp2200",4.00,"2743"
1669,223154.00,10/98/5 00:00:00,"Sports","SP2700",1.00,"2744"
1670,223154.00,10/98/5 00:00:00,"Sports","SP3400",1.00,"2745"
1671,101474.00,5/00/2 00:00:00,"Pets","PT3300",1.00,"2746"
1672,106209.00,6/00/4 00:00:00,"Sports","SP3200",4.00,"2747"
1673,118904.00,8/00/17 00:00:00,"Pets","PT2000",1.00,"2748"
1674,130460.00,10/00/17 00:00:00,"Software","SW1612",3.00,"2749"
1675,130460.00,10/00/17 00:00:00,"Software","SW5338",1.00,"275"
1676,130460.00,10/00/17 00:00:00,"Software","SW6531",1.00,"2750"
1677,136140.00,11/00/16 00:00:00,"Pets","PT1400",1.00,"2751"
1678,139349.00,12/00/3 00:00:00,"Toys","TY4200",1.00,"2752"
1679,145133.00,1/01/2 00:00:00,"Sports","SP1000",1.00,"2753"
1680,145133.00,1/01/2 00:00:00,"Sports","SP1400",1.00,"2754"
1681,145133.00,1/01/2 00:00:00,"Sports","SP2400",1.00,"2755"
1682,145133.00,1/01/2 00:00:00,"Sports","SP3300",1.00,"2756"
1683,100305.00,1/97/14 00:00:00,"Pets","PT2300",4.00,"2757"
1684,102716.00,2/97/1 00:00:00,"Gardening","GD1600",1.00,"2758"
1685,120981.00,5/97/21 00:00:00,"Pets","PT2300",1.00,"2759"
1686,121884.00,5/97/26 00:00:00,"Toys","TY2400",1.00,"276"
1687,128510.00,6/97/30 00:00:00,"Toys","TY4600",4.00,"2760"
1688,151460.00,10/97/29 00:00:00,"Sports","SP1500",1.00,"2761"
1689,151460.00,10/97/29 00:00:00,"Sports","SP2200",2.00,"2762"
1690,151460.00,10/97/29 00:00:00,"Sports","SP3000",2.00,"2763"
1691,151460.00,10/97/29 00:00:00,"Sports","SP3100",1.00,"2764"
1692,152381.00,11/97/3 00:00:00,"Pets","PT4400",4.00,"2765"
1693,172329.00,2/98/23 00:00:00,"Pets","PT2000",1.00,"2766"
1694,174229.00,3/98/5 00:00:00,"Sports","SP2000",1.00,"2767"
1695,198607.00,6/98/23 00:00:00,"Pets","PT4300",1.00,"2768"
1696,211257.00,8/98/16 00:00:00,"Toys","TY3200",2.00,"2769"
1697,225206.00,10/98/14 00:00:00,"Sports","SP1300",1.00,"277"
1698,225206.00,10/98/14 00:00:00,"Sports","SP1600",1.00,"2770"
1699,225206.00,10/98/14 00:00:00,"Sports","SP2400",1.00,"2771"
1700,226142.00,10/98/18 00:00:00,"Software","SW4187",3.00,"2772"
1701,227787.00,10/98/25 00:00:00,"Sports","SP1500",3.00,"2773"
1702,100305.00,4/00/23 00:00:00,"Pets","PT2300",4.00,"2774"
1703,102716.00,5/00/11 00:00:00,"Gardening","GD1600",1.00,"2775"
1704,120981.00,8/00/28 00:00:00,"Pets","PT2300",1.00,"2776"
1705,121884.00,9/00/2 00:00:00,"Toys","TY2400",1.00,"2777"
1706,128510.00,10/00/7 00:00:00,"Toys","TY4600",4.00,"2778"
1707,151460.00,2/01/5 00:00:00,"Sports","SP1500",1.00,"2779"
1708,151460.00,2/01/5 00:00:00,"Sports","SP2200",2.00,"278"
1709,151460.00,2/01/5 00:00:00,"Sports","SP3000",2.00,"2780"
1710,151460.00,2/01/5 00:00:00,"Sports","SP3100",1.00,"2781"
1711,152381.00,2/01/10 00:00:00,"Pets","PT4400",4.00,"2782"
1712,133080.00,7/97/24 00:00:00,"Toys","TY5100",2.00,"2783"
1713,153279.00,11/97/8 00:00:00,"Pets","PT1000",1.00,"2784"
1714,157660.00,12/97/1 00:00:00,"Pets","PT3500",1.00,"2785"
1715,164645.00,1/98/9 00:00:00,"Sports","SP2700",3.00,"2786"
1716,169428.00,2/98/7 00:00:00,"Gardening","GD3300",1.00,"2787"
1717,175228.00,3/98/10 00:00:00,"Toys","TY2600",1.00,"2788"
1718,186350.00,5/98/1 00:00:00,"Sports","SP2000",1.00,"2789"
1719,189247.00,5/98/14 00:00:00,"Gardening","GD2400",3.00,"279"
1720,201442.00,7/98/5 00:00:00,"Sports","SP3400",1.00,"2790"
1721,202817.00,7/98/11 00:00:00,"Sports","SP1500",2.00,"2791"
1722,227789.00,10/98/25 00:00:00,"Toys","TY1750",3.00,"2792"
1723,133080.00,10/00/31 00:00:00,"Toys","TY5100",2.00,"2793"
1724,153279.00,2/01/15 00:00:00,"Pats","PT1000",1.00,"2794"
1725,157660.00,3/01/10 00:00:00,"Pets","PT3500",1.00,"2795"
1726,164645.00,4/01/18 00:00:00,"Sports","SP2700",3.00,"2796"
1727,169428.00,5/01/17 00:00:00,"Gardening","GD3300",1.00,"2797"
1728,102032.00,1/97/27 00:00:00,"Pets","PT1000",1.00,"2798"
1729,102032.00,1/97/27 00:00:00,"Pets","PT1100",1.00,"2799"
1730,102032.00,1/97/27 00:00:00,"Pets","PT2000",1.00,"28"
1731,102032.00,1/97/27 00:00:00,"Pets","PT2300",2.00,"280"
1732,107792.00,3/97/7 00:00:00,"Sports","SP1400",1.00,"2800"
1733,117781.00,5/97/4 00:00:00,"Pets","PT1100",1.00,"2801"
1734,117781.00,5/97/4 00:00:00,"Pets","PT1100",1.00,"2802"
1735,117781.00,5/97/4 00:00:00,"Pets","PT1300",1.00,"2803"
1736,117781.00,5/97/4 00:00:00,"Pets","PT1400",1.00,"2804"
1737,160124.00,12/97/14 00:00:00,"Toys","TY1600",1.00,"2805"
1738,160124.00,12/97/14 00:00:00,"Toys","TY1700",3.00,"2806"
1739,160124.00,12/97/14 00:00:00,"Toys","TY2200",1.00,"2807"
1740,160124.00,12/97/14 00:00:00,"Toys","TY2400",1.00,"2808"
1741,161061.00,12/97/19 00:00:00,"Software","SW5338",1.00,"2809"
1742,161272.00,12/97/20 00:00:00,"Toys","TY1750",1.00,"281"
1743,161272.00,12/97/20 00:00:00,"Toys","TY3200",1.00,"2810"
1744,161272.00,12/97/20 00:00:00,"Toys","TY3600",1.00,"2811"
1745,163732.00,1/98/3 00:00:00,"Pets","PT2400",2.00,"2812"
1746,176628.00,3/98/17 00:00:00,"Pets","PT3300",3.00,"2813"
1747,192027.00,5/98/26 00:00:00,"Pets","PT1000",1.00,"2814"
1748,192027.00,5/98/26 00:00:00,"Pets","PT3500",1.00,"2815"
1749,192027.00,5/98/26 00:00:00,"Pets","PT4300",1.00,"2816"
1750,196703.00,6/98/15 00:00:00,"Collectibles","CC1300",4.00,"2817"
1751,196703.00,6/98/15 00:00:00,"Collectibles","CC3400",1.00,"2818"
1752,196703.00,6/98/15 00:00:00,"Collectibles","CC4500",1.00,"2819"
1753,201206.00,7/98/4 00:00:00,"Software","SW2123",2.00,"282"
1754,201206.00,7/98/4 00:00:00,"Software","SW3617",1.00,"2820"
1755,201206.00,7/98/4 00:00:00,"Software","SW7383",1.00,"2821"
1756,204877.00,7/98/20 00:00:00,"Sports","SP3200",3.00,"2822"
1757,214535.00,8/98/30 00:00:00,"Softwars","SW3482",4.00,"2823"
1758,102032.00,5/00/6 00:00:00,"Pets","PT1000",1.00,"2824"
1759,102032.00,5/00/6 00:00:00,"Pets","PT1100",1.00,"2825"
1760,102032.00,5/00/6 00:00:00,"Pets","PT2000",1.00,"2826"
1761,102032.00,5/00/6 00:00:00,"Pets","PT2300",2.00,"2827"
1762,107792.00,6/00/14 00:00:00,"Sports","SP1400",1.00,"2828"
1763,117781.00,8/00/11 00:00:00,"Pets","PT1100",1.00,"2829"
1764,117781.00,8/00/11 00:00:00,"Pets","PT1100",1.00,"283"
1765,117781.00,8/00/11 00:00:00,"Pets","PT1300",1.00,"2830"
1766,117781.00,8/00/11 00:00:00,"Pets","PT1400",1.00,"2831"
1767,160124.00,3/01/23 00:00:00,"Toys","TY1600",1.00,"2832"
1768,160124.00,3/01/23 00:00:00,"Toys","TY17OO",3.00,"2833"
1769,160124.00,3/01/23 00:00:00,"Toys","TY2200",1.00,"2834"
1770,160124.00,3/01/23 00:00:00,"Toys","TY2400",1.00,"2835"
1771,161061.00,3/01/28 00:00:00,"Software","SW5338",1.00,"2836"
1772,161272.00,3/01/29 00:00:00,"Toys","TY1750",1.00,"2837"
1773,161272.00,3/01/29 00:00:00,"Toys","TY3200",1.00,"2838"
1774,161272.00,3/01/29 00:00:00,"Toys","TY3600",1.00,"2839"
1775,163732.00,4/01/12 00:00:00,"Pets","PT2400",2.00,"284"
1776,102033.00,1/97/27 00:00:00,"Sports","SP1600",1.00,"2840"
1777,120576.00,5/97/19 00:00:00,"Toys","TY2500",2.00,"2841"
1778,124152.00,6/97/7 00:00:00,"Pets","PT4500",1.00,"2842"
1779,147181.00,10/97/6 00:00:00,"Software","SW4575",1.00,"2843"
1780,147181.00,10/97/6 00:00:00,"Software","SW7221",1.00,"2844"
1781,147181.00,10/97/6 00:00:00,"Software","SW7823",1.00,"2845"
1782,162250.00,12/97/25 00:00:00,"Toys","TY3300",1.00,"2846"
1783,169073.00,2/98/5 00:00:00,"Pets","PT1000",1.00,"2847"
1784,169073.00,2/98/5 00:00:00,"Pets","PT1300",1.00,"2848"
1785,169073.00,2/98/5 00:00:00,"Pets","PT1300",2.00,"2849"
1786,169073.00,2/98/5 00:00:00,"Pets","PT4300",1.00,"285"
1787,172163.00,2/98/22 00:00:00,"Gardening","GD1200",1.00,"2850"
1788,176240.00,3/98/15 00:00:00,"Gardening","GD1001",1.00,"2851"
1789,178069.00,3/98/24 00:00:00,"Gardening","GD2400",1.00,"2852"
1790,180593.00,4/98/5 00:00:00,"Pets","PT2200",1.00,"2853"
1791,189747.00,5/98/16 00:00:00,"Sports","SP2600",1.00,"2854"
1792,215715.00,9/98/4 00:00:00,"Sports","SP3000",3.00,"2855"
1793,222649.00,10/98/3 00:00:00,"Software","SW1005",1.00,"2856"
1794,233914.00,11/98/20 00:00:00,"Pets","PT1400",4.00,"2857"
1795,233914.00,11/98/20 00:00:00,"Pets","PT2100",1.00,"2858"
1796,233914.00,11/98/20 00:00:00,"Pets","PT3400",1.00,"2859"
1797,233914.00,11/98/20 00:00:00,"Pets","PT4200",1.00,"286"
1798,236209.00,11/98/30 00:00:00,"Toys","TY1500",4.00,"2860"
1799,242681.00,12/98/28 00:00:00,"Toys","TY4600",1.00,"2861"
1800,102033.00,5/00/6 00:00:00,"Sports","SP1600",1.00,"2862"
1801,120576.00,8/00/26 00:00:00,"Toy","TY2500",2.00,"2863"
1802,124152.00,9/00/14 00:00:00,"Pets","PT4500",1.00,"2864"
1803,147181.00,1/01/13 00:00:00,"Software","SW4575",1.00,"2865"
1804,147181.00,1/01/13 00:00:00,"Software","SW7221",1.00,"2866"
1805,147181.00,1/01/13 00:00:00,"Software","SW7823",1.00,"2867"
1806,162250.00,4/01/3 00:00:00,"Toy","TY3300",1.00,"2868"
1807,169073.00,5/01/15 00:00:00,"Pets","PT1000",1.00,"2869"
1808,169073.00,5/01/15 00:00:00,"Pets","PT1300",1.00,"287"
1809,169073.00,5/01/15 00:00:00,"Pets","PT1300",2.00,"2870"
1810,169073.00,5/01/15 00:00:00,"Pets","PT4300",1.00,"2871"
1811,103520.00,2/97/7 00:00:00,"Toys","TY2100",1.00,"2872"
1812,103520.00,2/97/7 00:00:00,"Toys","TY3100",1.00,"2873"
1813,103520.00,2/97/7 00:00:00,"Toys","TY3400",1.00,"2874"
1814,108398.00,3/97/11 00:00:00,"Toys","TY4700",1.00,"2875"
1815,115911.00,4/97/24 00:00:00,"Gardening","GD2400",1.00,"2876"
1816,125700.00,6/97/15 00:00:00,"Sports","SP3000",1.00,"2877"
1817,155004.00,11/97/17 00:00:00,"Sports","SP1500",1.00,"2878"
1818,155004.00,11/97/17 00:00:00,"Sports","SP3000",1.00,"2879"
1819,155004.00,11/97/17 00:00:00,"Sports","SP3100",3.00,"288"
1820,155003.00,11/97/17 00:00:00,"Sports","SP3300",3.00,"2880"
1821,182121.00,4/98/12 00:00:00,"Gardening","GD1010",2.00,"2881"
1822,196709.00,6/98/15 00:00:00,"Toys","TY1500",3.00,"2882"
1823,204152.00,7/98/17 00:00:00,"Sports","SP3400",2.00,"2883"
1824,205809.00,7/98/24 00:00:00,"Pets","PT2300",1.00,"2884"
1825,103520.00,5/00/17 00:00:00,"Toys","TY2100",1.00,"2885"
1826,103520.00,5/00/17 00:00:00,"Toys","TY3100",1.00,"2886"
1827,103520.00,5/00/17 00:00:00,"Toys","TY3400",1.00,"2887"
1828,108398.00,6/00/18 00:00:00,"Toys","TY4700",1.00,"2888"
1829,115911.00,8/00/1 00:00:00,"Gardening","GD2400",1.00,"2889"
1830,125700.00,9/00/22 00:00:00,"Sports","SP3000",1.00,"289"
1831,155004.00,2/01/24 00:00:00,"Sports","SP1500",1.00,"2890"
1832,155004.00,2/01/24 00:00:00,"Sports","SP3000",1.00,"2891"
1833,155004.00,2/01/24 00:00:00,"Sports","SP3100",3.00,"2892"
1834,155003.00,2/01/24 00:00:00,"Sports","SP3300",3.00,"2893"
1835,154805.00,11/97/16 00:00:00,"Sports","SP1200",1.00,"2894"
1836,158981.00,12/97/8 00:00:00,"Sports","SP1500",3.00,"2895"
1837,158981.00,12/97/8 00:00:00,"Sports","SP1600",1.00,"2896"
1838,158981.00,12/97/8 00:00:00,"Sports","SP2600",1.00,"2897"
1839,160509.00,12/97/16 00:00:00,"Pets","PT4200",1.00,"2898"
1840,191152.00,5/98/22 00:00:00,"Pets","PT4400",1.00,"2899"
1841,203052.00,7/98/12 00:00:00,"Toys","TY3800",1.00,"29"
1842,203052.00,7/98/12 00:00:00,"Toys","TY4700",1.00,"290"
1843,203052.00,7/98/12 00:00:00,"Toy","TY4700",1.00,"2900"
1844,207230.00,7/98/30 00:00:00,"Toys","TY3500",1.00,"2901"
1845,215489.00,9/98/3 00:00:00,"Gardening","GD1010",1.00,"2902"
1846,215489.00,9/98/3 00:00:00,"Gardening","GD2200",1.00,"2903"
1847,215489.00,9/98/3 00:00:00,"Gardening","GD3000",3.00,"2904"
1848,215489.00,9/98/3 00:00:00,"Gardening","GD4200",1.00,"2905"
1849,239056.00,12/98/12 00:00:00,"Sports","SP3400",1.00,"2906"
1850,154805.00,2/01/23 00:00:00,"Sports","SP1200",1.00,"2907"
1851,158981.00,3/01/17 00:00:00,"Sport","SP1500",3.00,"2908"
1852,158981.00,3/01/17 00:00:00,"Sports","SP1600",1.00,"2909"
1853,158981.00,3/01/17 00:00:00,"Sports","SP2600",1.00,"291"
1854,160509.00,3/01/25 00:00:00,"Pets","PT4200",1.00,"2910"
1855,132513.00,7/97/21 00:00:00,"Sports","SP1300",1.00,"2911"
1856,132513.00,7/97/21 00:00:00,"Sports","SP2600",1.00,"2912"
1857,132513.00,7/97/21 00:00:00,"Sports","SP3100",1.00,"2913"
1858,132513.00,7/97/21 00:00:00,"Sports","SP3200",1.00,"2914"
1859,152391.00,11/97/3 00:00:00,"Pets","PT2100",1.00,"2915"
1860,159951.00,12/97/13 00:00:00,"Toys","TY1650",3.00,"2916"
1861,163452.00,1/98/1 00:00:00,"Pets","PT3200",1.00,"2917"
1862,165396.00,1/98/14 00:00:00,"Gardening","GD3300",1.00,"2918"
1863,212439.00,8/98/21 00:00:00,"Sports","SP1000",1.00,"2919"
1864,217395.00,9/98/11 00:00:00,"Sports","SP2500",1.00,"292"
1865,217395.00,9/98/11 00:00:00,"Sports","SP3000",3.00,"2920"
1866,217395.00,9/98/11 00:00:00,"Sports","SP3000",1.00,"2921"
1867,217395.00,9/98/11 00:00:00,"Sports","SP3200",1.00,"2922"
1868,224337.00,10/98/10 00:00:00,"Toy","TY1700",3.00,"2923"
1869,224337.00,10/98/10 00:00:00,"Toy","TY4300",4.00,"2924"
1870,224337.00,10/98/10 00:00:00,"Toys","TY4300",2.00,"2925"
1871,132513.00,10/00/28 00:00:00,"Sports","SP1300",1.00,"2926"
1872,132513.00,10/00/28 00:00:00,"Sports","SP2600",1.00,"2927"
1873,132513.00,10/00/28 00:00:00,"Sports","SP3100",1.00,"2928"
1874,132513.00,10/00/28 00:00:00,"Sports","SP3200",1.00,"2929"
1875,152391.00,2/01/10 00:00:00,"Pets","PT2100",1.00,"293"
1876,159951.00,3/01/22 00:00:00,"Toys","TY1650",3.00,"2930"
1877,163452.00,4/01/10 00:00:00,"Pets","PT3200",1.00,"2931"
1878,165396.00,4/01/23 00:00:00,"Gardening","GD3300",1.00,"2932"
1879,119294.00,5/97/12 00:00:00,"Gardening","GD1600",1.00,"2933"
1880,126261.00,6/97/18 00:00:00,"Sports","SP1600",1.00,"2934"
1881,145855.00,9/97/29 00:00:00,"Toys","TY4200",1.00,"2935"
1882,151808.00,10/97/31 00:00:00,"Pets","PT2200",4.00,"2936"
1883,151808.00,10/97/31 00:00:00,"Pets","PT3200",1.00,"2937"
1884,151808.00,10/97/31 00:00:00,"Pets","PT4600",1.00,"2938"
1885,158453.00,12/97/5 00:00:00,"Gardening","GD1300",1.00,"2939"
1886,170917.00,2/98/15 00:00:00,"Gardening","GD4100",1.00,"294"
1887,174850.00,3/98/8 00:00:00,"Toys","TY1850",2.00,"2940"
1888,174850.00,3/98/8 00:00:00,"Toys","TY21OO",2.00,"2941"
1889,174850.00,3/98/8 00:00:00,"Toys","TY4300",1.00,"2942"
1890,174850.00,3/98/8 00:00:00,"Toys","TY5100",1.00,"2943"
1891,186123.00,4/98/30 00:00:00,"Gardening","GD3400",1.00,"2944"
1892,194374.00,6/98/5 00:00:00,"Pets","PT4500",1.00,"2945"
1893,201687.00,7/98/6 00:00:00,"Sports","SP2600",1.00,"2946"
1894,203945.00,7/98/16 00:00:00,"Softwars","SW1828",1.00,"2947"
1895,203945.00,7/98/16 00:00:00,"Software","SW3802",4.00,"2948"
1896,203945.00,7/98/16 00:00:00,"Software","SW8376",3.00,"2949"
1897,203945.00,7/98/16 00:00:00,"Software","SW8376",1.00,"295"
1898,210085.00,8/98/11 00:00:00,"Sports","SP2000",1.00,"2950"
1899,119294.00,8/00/19 00:00:00,"Gardening","GD1600",1.00,"2951"
1900,126261.00,9/00/25 00:00:00,"Sports","SP1600",1.00,"2952"
1901,145855.00,1/01/6 00:00:00,"Toys","TY4200",1.00,"2953"
1902,151808.00,2/01/7 00:00:00,"Pets","PT2200",4.00,"2954"
1903,151808.00,2/01/7 00:00:00,"Pets","PT3200",1.00,"2955"
1904,151808.00,2/01/7 00:00:00,"Pets","PT4600",1.00,"2956"
1905,158453.00,3/01/14 00:00:00,"Gardening","GD1300",1.00,"2957"
1906,170917.00,5/01/25 00:00:00,"Gardening","GD4100",1.00,"2958"
1907,100570.00,1/97/16 00:00:00,"Gardening","GD2200",1.00,"2959"
1908,111710.00,3/97/31 00:00:00,"Sports","SP2200",1.00,"296"
1909,113272.00,4/97/9 00:00:00,"Pets","PT3300",1.00,"2960"
1910,147518.00,10/97/8 00:00:00,"Software","SW5493",1.00,"2961"
1911,165735.00,1/98/16 00:00:00,"Sports","SP1300",1.00,"2962"
1912,165735.00,1/98/16 00:00:00,"Sports","SP2200",1.00,"2963"
1913,165735.00,1/98/16 00:00:00,"Sports","SP2300",3.00,"2964"
1914,165735.00,1/98/16 00:00:00,"Sports","SP2700",1.00,"2965"
1915,187672.00,5/98/7 00:00:00,"Collectibles","CC3500",1.00,"2966"
1916,212441.00,8/98/21 00:00:00,"Sports","SP1400",1.00,"2967"
1917,212441.00,8/98/21 00:00:00,"Spots","SP2400",3.00,"2968"
1918,212441.00,8/98/21 00:00:00,"Sports","SP3300",1.00,"2969"
1919,228033.00,10/98/26 00:00:00,"Gardening","GD4200",3.00,"297"
1920,100570.00,4/00/25 00:00:00,"Gardening","GD2200",1.00,"2970"
1921,111710.00,7/00/8 00:00:00,"Sports","SP2200",1.00,"2971"
1922,113272.00,7/00/17 00:00:00,"Pets","PT3300",1.00,"2972"
1923,147518.00,1/01/15 00:00:00,"Software","SW5493",1.00,"2973"
1924,165735.00,4/01/25 00:00:00,"Sports","SP1300",1.00,"2974"
1925,165735.00,4/01/25 00:00:00,"Sports","SP2200",1.00,"2975"
1926,165735.00,4/01/25 00:00:00,"Sports","SP2300",3.00,"2976"
1927,165735.00,4/01/25 00:00:00,"Sports","SP2700",1.00,"2977"
1928,124916.00,6/97/11 00:00:00,"Sport","SP2600",4.00,"2978"
1929,126265.00,6/97/18 00:00:00,"Sports","SP2600",1.00,"2979"
1930,143438.00,9/97/16 00:00:00,"Sports","SP1300",1.00,"298"
1931,143438.00,9/97/16 00:00:00,"Sports","SP1500",1.00,"2980"
1932,143438.00,9/97/16 00:00:00,"Sports","SP2500",1.00,"2981"
1933,148264.00,10/97/12 00:00:00,"Sports","SP1200",3.00,"2982"
1934,148632.00,10/97/14 00:00:00,"Pets","PT2000",1.00,"2983"
1935,148632.00,10/97/14 00:00:00,"Pets","PT3100",1.00,"2984"
1936,148632.00,10/97/14 00:00:00,"Pets","PT3300",1.00,"2985"
1937,188594.00,5/98/11 00:00:00,"Pets","PT4500",1.00,"2986"
1938,188594.00,5/98/11 00:00:00,"Pets","PT4600",1.00,"2987"
1939,190447.00,5/98/19 00:00:00,"Software","SW1207",1.00,"2988"
1940,196979.00,6/98/16 00:00:00,"Spots","sp2000",4.00,"2989"
1941,202115.00,7/98/8 00:00:00,"Toys","TY3200",1.00,"299"
1942,207673.00,8/98/1 00:00:00,"Pets","PT4500",1.00,"2990"
1943,231569.00,11/98/10 00:00:00,"Sports","SP1300",1.00,"2991"
1944,239500.00,12/98/14 00:00:00,"Toys","TY4600",1.00,"2992"
1945,124916.00,9/00/18 00:00:00,"Sports","SP2600",4.00,"2993"
1946,126265.00,9/00/25 00:00:00,"Sports","SP2600",1.00,"2994"
1947,143438.00,12/00/24 00:00:00,"Sports","SP1300",1.00,"2995"
1948,143438.00,12/00/24 00:00:00,"Sports","SP1500",1.00,"2996"
1949,143438.00,12/00/24 00:00:00,"Sports","SP2500",1.00,"2997"
1950,148264.00,1/01/19 00:00:00,"Sports","SP1200",3.00,"2998"
1951,148632.00,1/01/21 00:00:00,"Pets","PT2000",1.00,"2999"
1952,148632.00,1/01/21 00:00:00,"Pets","PT3100",1.00,"3"
1953,148632.00,1/01/21 00:00:00,"Pets","PT3300",1.00,"30"
1954,102986.00,2/97/3 00:00:00,"Pets","PT4300",2.00,"300"
1955,108252.00,3/97/10 00:00:00,"Gardening","GD2100",1.00,"3000"
1956,110074.00,3/97/21 00:00:00,"Gardening","GD1400",1.00,"3001"
1957,138214.00,8/97/20 00:00:00,"Pets","PT4500",3.00,"3002"
1958,140934.00,9/97/3 00:00:00,"Softwares","SW4831",1.00,"3003"
1959,142053.00,9/97/9 00:00:00,"Gardening","GD1001",1.00,"3004"
1960,143028.00,9/97/14 00:00:00,"Sports","SP2600",1.00,"3005"
1961,150903.00,10/97/26 00:00:00,"Toys","TY1750",3.00,"3006"
1962,155173.00,11/97/18 00:00:00,"Sports","SP2500",1.00,"3007"
1963,167045.00,1/98/24 00:00:00,"Gardening","GD1300",1.00,"3008"
1964,190213.00,5/98/18 00:00:00,"Gardening","GD2000",3.00,"3009"
1965,202117.00,7/98/8 00:00:00,"Gardening","GD2100",1.00,"301"
1966,208621.00,8/98/5 00:00:00,"Pets","PT1100",1.00,"3010"
1967,215921.00,9/98/5 00:00:00,"Pets","PT3100",3.00,"3011"
1968,227802.00,10/98/25 00:00:00,"Pets","PT2000",2.00,"3012"
1969,242456.00,12/98/27 00:00:00,"Toys","TY3500",1.00,"3013"
1970,102986.00,5/00/13 00:00:00,"Pets","PT4300",2.00,"3014"
1971,108252.00,6/00/17 00:00:00,"Gardening","GD2100",1.00,"3015"
1972,110074.00,6/00/28 00:00:00,"Gardening","GD1400",1.00,"3016"
1973,138214.00,11/00/27 00:00:00,"Pets","PT4500",3.00,"3017"
1974,140934.00,12/00/11 00:00:00,"Software","SW4831",1.00,"3018"
1975,142053.00,12/00/17 00:00:00,"Gardening","GD1001",1.00,"3019"
1976,143028.00,12/00/22 00:00:00,"Sports","SP2600",1.00,"302"
1977,150903.00,2/01/2 00:00:00,"Toys","TY1750",3.00,"3020"
1978,155173.00,2/01/25 00:00:00,"Sports","SP2500",1.00,"3021"
1979,167045.00,5/01/3 00:00:00,"Gardening","GD1300",1.00,"3022"
